,date,wind_speed_10m,wind_direction_10m,wind_speed_100m,wind_direction_100m
0,2025-06-30 00:00:00+05:30,4.1085763,28.810698,7.570707,71.99575
1,2025-06-30 01:00:00+05:30,6.1120534,103.627014,13.443481,116.22191
2,2025-06-30 02:00:00+05:30,8.36758,108.8248,15.726067,123.32631
3,2025-06-30 03:00:00+05:30,9.979859,97.253105,17.932371,109.34443
4,2025-06-30 04:00:00+05:30,10.711135,114.84236,19.48079,121.78087
5,2025-06-30 05:00:00+05:30,11.238113,121.908066,19.03665,130.01361
6,2025-06-30 06:00:00+05:30,14.260953,85.656845,20.539726,87.48869
7,2025-06-30 07:00:00+05:30,13.5515,106.99091,19.353138,108.43504
8,2025-06-30 08:00:00+05:30,10.1887,122.00535,13.281023,122.828545
9,2025-06-30 09:00:00+05:30,9.039514,125.27251,11.592894,126.15828
10,2025-06-30 10:00:00+05:30,9.686609,138.01286,12.124306,139.21428
11,2025-06-30 11:00:00+05:30,13.213765,142.1934,16.956343,142.76509
12,2025-06-30 12:00:00+05:30,10.908951,142.3737,14.796175,143.40881
13,2025-06-30 13:00:00+05:30,10.656547,142.54935,14.004185,142.83545
14,2025-06-30 14:00:00+05:30,12.081472,176.58348,19.263363,181.0708
15,2025-06-30 15:00:00+05:30,6.2145634,169.99208,10.120098,174.89792
16,2025-06-30 16:00:00+05:30,8.404285,133.26433,11.988594,138.65233
17,2025-06-30 17:00:00+05:30,11.681987,123.690094,21.12835,135.0001
18,2025-06-30 18:00:00+05:30,10.070353,118.85556,19.73854,133.1524
19,2025-06-30 19:00:00+05:30,9.585739,124.286934,19.60761,133.51219
20,2025-06-30 20:00:00+05:30,9.387651,122.471176,18.23694,138.60138
21,2025-06-30 21:00:00+05:30,9.449572,139.63554,19.652176,151.55717
22,2025-06-30 22:00:00+05:30,10.094454,140.06367,20.385345,150.9455
23,2025-06-30 23:00:00+05:30,10.44,133.60289,20.527103,144.63745
24,2025-07-01 00:00:00+05:30,11.19189,117.80137,21.594748,129.92781
25,2025-07-01 01:00:00+05:30,11.521406,118.96757,21.928255,127.99879
26,2025-07-01 02:00:00+05:30,12.534257,125.0595,23.32025,132.18437
27,2025-07-01 03:00:00+05:30,12.261157,130.23628,22.783335,135.32005
28,2025-07-01 04:00:00+05:30,13.125196,137.77924,23.838959,141.74553
29,2025-07-01 05:00:00+05:30,13.032298,122.59257,22.575472,127.875046
30,2025-07-01 06:00:00+05:30,12.156331,117.323814,18.463821,119.81407
31,2025-07-01 07:00:00+05:30,14.527683,123.887,19.77462,124.9921
32,2025-07-01 08:00:00+05:30,11.225132,105.81926,15.710607,108.01987
33,2025-07-01 09:00:00+05:30,16.516901,110.409966,22.33161,110.77233
34,2025-07-01 10:00:00+05:30,13.935767,125.537766,19.983242,125.837746
35,2025-07-01 11:00:00+05:30,14.618837,127.99879,19.987295,128.41809
36,2025-07-01 12:00:00+05:30,14.512064,136.00499,18.839045,135.77412
37,2025-07-01 13:00:00+05:30,10.934166,159.77505,14.677451,156.89365
38,2025-07-01 14:00:00+05:30,15.655861,107.39341,22.199188,108.43504
39,2025-07-01 15:00:00+05:30,8.027677,109.653915,12.659004,119.84584
40,2025-07-01 16:00:00+05:30,7.9932966,144.16226,11.298495,149.34941
41,2025-07-01 17:00:00+05:30,5.1481256,143.53067,10.874741,155.55606
42,2025-07-01 18:00:00+05:30,4.599695,149.42085,12.882267,164.6044
43,2025-07-01 19:00:00+05:30,5.4744864,117.40749,13.14,138.888
44,2025-07-01 20:00:00+05:30,8.797931,120.76265,18.968449,133.84663
45,2025-07-01 21:00:00+05:30,9.54679,135.76381,20.160803,142.61847
46,2025-07-01 22:00:00+05:30,9.037721,135.80684,19.06046,140.74867
47,2025-07-01 23:00:00+05:30,7.596341,126.32692,17.057314,135.85501
48,2025-07-02 00:00:00+05:30,8.775807,115.513824,18.218275,127.77575
49,2025-07-02 01:00:00+05:30,9.299225,104.57426,18.193361,117.072
50,2025-07-02 02:00:00+05:30,8.581677,99.65983,17.31746,110.69553
51,2025-07-02 03:00:00+05:30,10.703569,109.653915,20.304924,114.065636
52,2025-07-02 04:00:00+05:30,8.596766,109.57322,16.92383,113.838745
53,2025-07-02 05:00:00+05:30,9.708326,100.68486,17.706913,107.14564
54,2025-07-02 06:00:00+05:30,12.125642,95.96439,17.462784,98.297066
55,2025-07-02 07:00:00+05:30,11.609651,97.12492,15.713702,99.89386
56,2025-07-02 08:00:00+05:30,11.307095,103.81505,15.108211,105.195305
57,2025-07-02 09:00:00+05:30,12.245293,114.30454,16.192997,114.28583
58,2025-07-02 10:00:00+05:30,14.848635,120.60633,19.11139,119.945595
59,2025-07-02 11:00:00+05:30,12.647482,114.376465,16.357237,114.02651
60,2025-07-02 12:00:00+05:30,12.320471,115.06744,15.702356,115.09622
61,2025-07-02 13:00:00+05:30,11.808878,127.568665,15.156384,127.27825
62,2025-07-02 14:00:00+05:30,14.410121,138.54486,19.64228,138.7154
63,2025-07-02 15:00:00+05:30,8.197414,160.76924,11.334285,159.55037
64,2025-07-02 16:00:00+05:30,7.2044983,192.99461,9.854075,189.46225
65,2025-07-02 17:00:00+05:30,5.8769383,207.3498,9.179999,208.07239
66,2025-07-02 18:00:00+05:30,9.485504,123.388535,17.604149,127.10432
67,2025-07-02 19:00:00+05:30,7.754637,111.801476,15.990646,121.18491
68,2025-07-02 20:00:00+05:30,7.7900705,139.68597,15.9134655,142.35231
69,2025-07-02 21:00:00+05:30,9.299225,165.42575,18.329973,162.27667
70,2025-07-02 22:00:00+05:30,4.060985,167.19574,12.043869,170.53775
71,2025-07-02 23:00:00+05:30,5.6060677,132.39738,11.298495,157.52052
72,2025-07-03 00:00:00+05:30,5.7402787,131.18582,13.036026,144.5542
73,2025-07-03 01:00:00+05:30,9.9408245,132.06425,18.470842,142.12495
74,2025-07-03 02:00:00+05:30,10.32924,138.5324,19.586119,143.97253
75,2025-07-03 03:00:00+05:30,10.182337,135.0001,19.370708,142.17165
76,2025-07-03 04:00:00+05:30,9.473541,128.82983,19.09358,135.76381
77,2025-07-03 05:00:00+05:30,10.718693,130.91429,18.98552,137.68983
78,2025-07-03 06:00:00+05:30,10.837435,147.89377,15.743569,149.03632
79,2025-07-03 07:00:00+05:30,11.832176,146.79341,16.485485,148.39255
80,2025-07-03 08:00:00+05:30,10.348043,139.93929,13.830749,141.34016
81,2025-07-03 09:00:00+05:30,12.124306,139.21428,15.697197,139.18501
82,2025-07-03 10:00:00+05:30,11.328566,135.64366,14.2575445,136.02293
83,2025-07-03 11:00:00+05:30,9.693296,111.801476,12.904882,112.98875
84,2025-07-03 12:00:00+05:30,10.44,133.60289,14.128566,135.5161
85,2025-07-03 13:00:00+05:30,12.936227,158.79071,16.311613,157.96371
86,2025-07-03 14:00:00+05:30,4.8965297,216.02747,6.66,198.92474
87,2025-07-03 15:00:00+05:30,14.759999,167.31963,21.103033,171.66264
88,2025-07-03 16:00:00+05:30,4.3573384,141.7098,7.289444,159.77505
89,2025-07-03 17:00:00+05:30,3.8183763,135.0001,5.815978,158.19853
90,2025-07-03 18:00:00+05:30,6.4924874,136.12321,14.20062,149.53453
91,2025-07-03 19:00:00+05:30,8.027677,160.34608,16.635155,166.86597
92,2025-07-03 20:00:00+05:30,4.599695,149.42085,12.606426,170.13426
93,2025-07-03 21:00:00+05:30,7.3469996,149.03632,16.053335,162.37761
94,2025-07-03 22:00:00+05:30,7.0107627,138.12222,15.646544,156.97447
95,2025-07-03 23:00:00+05:30,9.227524,159.44388,18.212051,176.60036
96,2025-07-04 00:00:00+05:30,3.563818,135.0001,9.375563,183.3018
97,2025-07-04 01:00:00+05:30,8.311245,197.6502,17.381886,201.25058
98,2025-07-04 02:00:00+05:30,7.771331,166.60748,14.404499,181.43207
99,2025-07-04 03:00:00+05:30,6.8919086,130.76352,12.397806,154.17906
100,2025-07-04 04:00:00+05:30,8.836514,123.36639,15.236338,141.23447
101,2025-07-04 05:00:00+05:30,5.369916,140.44037,11.688918,170.24765
102,2025-07-04 06:00:00+05:30,4.412754,168.23174,10.8955765,187.59456
103,2025-07-04 07:00:00+05:30,6.122647,181.68465,8.707238,187.12492
104,2025-07-04 08:00:00+05:30,9.080639,193.7608,12.313893,195.25517
105,2025-07-04 09:00:00+05:30,7.2359104,185.7105,9.243311,186.70975
106,2025-07-04 10:00:00+05:30,9.82279,166.21838,12.358542,167.38068
107,2025-07-04 11:00:00+05:30,8.626865,156.64442,11.503113,159.86362
108,2025-07-04 12:00:00+05:30,9.208192,175.51547,13.330941,177.67851
109,2025-07-04 13:00:00+05:30,11.050591,167.77489,14.156058,168.26146
110,2025-07-04 14:00:00+05:30,11.5199995,180.0,15.124284,181.36389
111,2025-07-04 15:00:00+05:30,12.193588,188.48886,16.601036,189.36012
112,2025-07-04 16:00:00+05:30,5.3305535,168.31065,7.9383874,176.09958
113,2025-07-04 17:00:00+05:30,7.10031,149.53453,15.281989,164.98158
114,2025-07-04 18:00:00+05:30,7.968939,161.56496,16.299694,173.6599
115,2025-07-04 19:00:00+05:30,9.0645685,186.84268,18.0036,191.53459
116,2025-07-04 20:00:00+05:30,5.9644947,174.80566,13.576582,186.08844
117,2025-07-04 21:00:00+05:30,7.2649574,131.98714,14.336861,151.50446
118,2025-07-04 22:00:00+05:30,7.7900705,139.68597,15.618566,152.54909
119,2025-07-04 23:00:00+05:30,8.39078,157.28555,17.377226,166.82744
120,2025-07-05 00:00:00+05:30,7.172949,162.47433,15.865546,176.74812
121,2025-07-05 01:00:00+05:30,7.0774574,172.69434,15.048042,186.8699
122,2025-07-05 02:00:00+05:30,4.5891175,154.44008,10.62,180.0
123,2025-07-05 03:00:00+05:30,7.0843205,152.78398,14.120538,168.9766
124,2025-07-05 04:00:00+05:30,5.7628117,181.78987,13.055896,195.18588
125,2025-07-05 05:00:00+05:30,5.876938,130.0302,10.717182,172.27826
126,2025-07-05 06:00:00+05:30,7.5685663,154.65387,14.650938,169.3804
127,2025-07-05 07:00:00+05:30,9.6480665,165.96373,13.31635,170.66507
128,2025-07-05 08:00:00+05:30,8.297589,176.26868,10.993271,177.18451
129,2025-07-05 09:00:00+05:30,5.4477882,172.40544,7.2359104,174.2895
130,2025-07-05 10:00:00+05:30,4.4274144,153.43501,5.7204895,155.85446
131,2025-07-05 11:00:00+05:30,4.7110505,133.45189,5.876938,139.9698
132,2025-07-05 12:00:00+05:30,3.319036,139.39879,3.9966483,144.16226
133,2025-07-05 13:00:00+05:30,7.689603,163.68607,9.449572,162.25523
134,2025-07-05 14:00:00+05:30,10.717182,187.72174,15.122143,188.90164
135,2025-07-05 15:00:00+05:30,5.637765,163.30067,7.731622,167.90526
136,2025-07-05 16:00:00+05:30,6.7205353,172.30405,8.865799,174.17375
137,2025-07-05 17:00:00+05:30,6.452441,149.8587,10.814989,161.56496
138,2025-07-05 18:00:00+05:30,7.229191,161.11382,14.978984,175.8654
139,2025-07-05 19:00:00+05:30,7.5105524,134.02907,15.459054,152.24155
140,2025-07-05 20:00:00+05:30,8.942214,130.10085,18.171976,146.3099
141,2025-07-05 21:00:00+05:30,9.335737,146.0035,18.519018,158.92244
142,2025-07-05 22:00:00+05:30,13.1041975,159.07542,22.845821,163.99252
143,2025-07-05 23:00:00+05:30,7.8954163,155.77226,15.03835,168.9591
144,2025-07-06 00:00:00+05:30,8.9873905,147.26479,16.116785,159.74345
145,2025-07-06 01:00:00+05:30,8.149847,136.78989,13.6063795,152.41806
146,2025-07-06 02:00:00+05:30,8.669949,131.63345,14.128566,145.90497
147,2025-07-06 03:00:00+05:30,6.792466,122.00535,12.346741,135.59058
148,2025-07-06 04:00:00+05:30,6.279395,117.29949,11.45513,135.0001
149,2025-07-06 05:00:00+05:30,8.825508,101.768265,13.929953,115.24049
150,2025-07-06 06:00:00+05:30,10.464797,130.81499,14.935662,130.60121
151,2025-07-06 07:00:00+05:30,9.621163,162.58194,13.4903965,161.3232
152,2025-07-06 08:00:00+05:30,6.77575,163.0091,8.604301,164.21918
153,2025-07-06 09:00:00+05:30,8.936777,161.20001,11.384199,161.56496
154,2025-07-06 10:00:00+05:30,5.2323985,153.43501,7.0843205,152.78398
155,2025-07-06 11:00:00+05:30,3.2048087,128.15727,4.471107,130.10085
156,2025-07-06 12:00:00+05:30,5.9834766,158.83867,7.8954163,155.77226
157,2025-07-06 13:00:00+05:30,8.133928,155.13632,10.6261,153.86906
158,2025-07-06 14:00:00+05:30,8.415842,138.46832,11.345712,138.21558
159,2025-07-06 15:00:00+05:30,5.441838,124.21575,7.029225,129.80553
160,2025-07-06 16:00:00+05:30,6.6624317,91.54813,9.0645685,96.84268
161,2025-07-06 17:00:00+05:30,9.335737,123.996506,15.476859,123.13562
