,date,wind_speed_10m,wind_direction_10m,wind_speed_100m,wind_direction_100m
0,2025-06-30 00:00:00+05:30,7.329338,294.67685,15.0038395,300.25635
1,2025-06-30 01:00:00+05:30,5.6835546,349.04596,11.351422,332.62238
2,2025-06-30 02:00:00+05:30,10.055864,315.72513,16.740969,323.74606
3,2025-06-30 03:00:00+05:30,4.510787,331.38962,10.03167,350.70676
4,2025-06-30 04:00:00+05:30,8.0599,336.29733,13.878688,350.2934
5,2025-06-30 05:00:00+05:30,11.016824,4.685815,18.466457,10.104982
6,2025-06-30 06:00:00+05:30,9.178235,11.3098955,15.086748,19.515972
7,2025-06-30 07:00:00+05:30,8.350138,352.5687,11.032987,354.3825
8,2025-06-30 08:00:00+05:30,9.039514,35.272507,11.414043,37.954285
9,2025-06-30 09:00:00+05:30,11.074023,45.658466,14.264361,47.045418
10,2025-06-30 10:00:00+05:30,13.397612,59.300358,17.169018,60.478733
11,2025-06-30 11:00:00+05:30,15.484185,54.46224,19.878391,54.58287
12,2025-06-30 12:00:00+05:30,4.7928696,124.286934,6.279395,117.29949
13,2025-06-30 13:00:00+05:30,5.09435,57.99466,6.544677,58.495792
14,2025-06-30 14:00:00+05:30,9.3669195,87.79745,13.170786,86.08183
15,2025-06-30 15:00:00+05:30,4.5891175,138.17992,6.114703,132.61403
16,2025-06-30 16:00:00+05:30,3.9763298,95.19434,5.4029994,88.09089
17,2025-06-30 17:00:00+05:30,8.65873,69.30447,12.351988,71.30093
18,2025-06-30 18:00:00+05:30,6.269067,140.82635,10.946013,135.0001
19,2025-06-30 19:00:00+05:30,4.2136917,70.01681,7.7734165,95.31445
20,2025-06-30 20:00:00+05:30,5.4833565,113.19862,9.292255,121.534744
21,2025-06-30 21:00:00+05:30,2.16,180.0,4.503598,177.70944
22,2025-06-30 22:00:00+05:30,2.907989,68.19853,4.6452556,125.537766
23,2025-06-30 23:00:00+05:30,3.7971036,354.55975,1.659518,12.528798
24,2025-07-01 00:00:00+05:30,6.9247384,27.897186,8.78872,34.9921
25,2025-07-01 01:00:00+05:30,6.638072,49.398785,10.036512,57.45001
26,2025-07-01 02:00:00+05:30,6.1120534,76.37299,10.120098,84.89793
27,2025-07-01 03:00:00+05:30,7.989242,112.52061,13.462749,119.64978
28,2025-07-01 04:00:00+05:30,8.528657,134.14499,14.000713,135.0001
29,2025-07-01 05:00:00+05:30,7.24486,116.56499,13.374618,118.979614
30,2025-07-01 06:00:00+05:30,10.4166975,99.95056,20.05203,106.15742
31,2025-07-01 07:00:00+05:30,14.118243,109.359085,18.961613,109.98319
32,2025-07-01 08:00:00+05:30,17.068707,117.64589,22.62708,117.99196
33,2025-07-01 09:00:00+05:30,15.216123,117.47435,20.128635,117.710724
34,2025-07-01 10:00:00+05:30,15.315873,119.57774,19.826164,119.357666
35,2025-07-01 11:00:00+05:30,16.42839,122.471176,21.370783,122.61923
36,2025-07-01 12:00:00+05:30,15.96327,119.74479,21.054615,120.29161
37,2025-07-01 13:00:00+05:30,15.009236,112.56705,19.75905,113.06155
38,2025-07-01 14:00:00+05:30,17.430283,125.33142,25.670044,127.593155
39,2025-07-01 15:00:00+05:30,16.87398,123.690094,23.33136,125.89747
40,2025-07-01 16:00:00+05:30,16.344357,126.49139,22.89611,126.68982
41,2025-07-01 17:00:00+05:30,14.544401,126.444534,21.675617,127.91677
42,2025-07-01 18:00:00+05:30,11.13384,124.46088,19.296135,126.656204
43,2025-07-01 19:00:00+05:30,12.996201,126.55257,23.00411,127.04932
44,2025-07-01 20:00:00+05:30,11.837652,118.12364,21.46835,123.02387
45,2025-07-01 21:00:00+05:30,10.308831,102.09474,19.469975,109.440125
46,2025-07-01 22:00:00+05:30,9.473541,104.300316,18.455048,110.55612
47,2025-07-01 23:00:00+05:30,12.413476,106.85848,22.26841,110.33931
48,2025-07-02 00:00:00+05:30,11.384199,108.43504,20.232191,113.600204
49,2025-07-02 01:00:00+05:30,11.9317045,101.3099,19.811451,107.44727
50,2025-07-02 02:00:00+05:30,11.7827835,108.71183,19.386593,111.801476
51,2025-07-02 03:00:00+05:30,12.669238,112.55729,21.273533,113.962494
52,2025-07-02 04:00:00+05:30,12.124307,108.16605,21.194187,110.89784
53,2025-07-02 05:00:00+05:30,12.638512,107.402794,20.499462,110.02618
54,2025-07-02 06:00:00+05:30,16.029099,114.55044,21.988014,114.67685
55,2025-07-02 07:00:00+05:30,14.986553,114.102234,20.61766,114.775116
56,2025-07-02 08:00:00+05:30,17.349236,112.57418,23.210928,113.782036
57,2025-07-02 09:00:00+05:30,17.22742,116.02953,22.942055,116.56499
58,2025-07-02 10:00:00+05:30,16.075521,124.04598,21.017649,123.8262
59,2025-07-02 11:00:00+05:30,13.926464,116.89616,18.193361,117.072
60,2025-07-02 12:00:00+05:30,13.8049555,112.21764,17.750774,112.6646
61,2025-07-02 13:00:00+05:30,13.403656,112.08723,17.25373,113.35559
62,2025-07-02 14:00:00+05:30,12.886039,114.775116,16.344357,115.43618
63,2025-07-02 15:00:00+05:30,12.313894,127.875046,16.199999,126.86999
64,2025-07-02 16:00:00+05:30,13.619472,134.46461,18.204933,136.20175
65,2025-07-02 17:00:00+05:30,11.304229,127.23492,15.995712,129.06258
