,date,wind_speed_10m,wind_direction_10m,wind_speed_100m,wind_direction_100m
0,2025-06-30 00:00:00+05:30,6.6818557,62.744755,15.151039,80.42585
1,2025-06-30 01:00:00+05:30,7.689603,73.68607,16.928614,88.17207
2,2025-06-30 02:00:00+05:30,9.743305,78.27492,18.582766,93.88783
3,2025-06-30 03:00:00+05:30,13.036026,54.55421,22.09972,69.4985
4,2025-06-30 04:00:00+05:30,10.348043,49.939285,17.14919,69.09195
5,2025-06-30 05:00:00+05:30,11.440979,65.85446,19.434166,74.419014
6,2025-06-30 06:00:00+05:30,11.885453,54.865723,18.278645,57.875034
7,2025-06-30 07:00:00+05:30,12.483749,84.2073,16.478603,83.72902
8,2025-06-30 08:00:00+05:30,14.935662,102.5288,19.875946,102.02226
9,2025-06-30 09:00:00+05:30,15.048042,96.8699,20.674158,97.001175
10,2025-06-30 10:00:00+05:30,16.368128,98.219124,21.612743,97.65762
11,2025-06-30 11:00:00+05:30,14.230248,92.1747,18.403185,93.925835
12,2025-06-30 12:00:00+05:30,15.815435,101.821465,20.545246,101.113
13,2025-06-30 13:00:00+05:30,10.304115,109.38461,13.719023,109.14823
14,2025-06-30 14:00:00+05:30,12.425216,88.33975,16.203999,88.727
15,2025-06-30 15:00:00+05:30,11.555103,85.53293,15.676542,87.36762
16,2025-06-30 16:00:00+05:30,10.272623,78.88701,14.264361,79.824554
17,2025-06-30 17:00:00+05:30,9.335737,109.133736,14.915039,107.56036
18,2025-06-30 18:00:00+05:30,4.278551,104.62092,11.334285,110.44964
19,2025-06-30 19:00:00+05:30,4.3349743,94.76356,10.829959,105.42222
20,2025-06-30 20:00:00+05:30,4.896529,72.89719,12.431734,87.5105
21,2025-06-30 21:00:00+05:30,7.256032,60.255207,14.796175,80.19398
22,2025-06-30 22:00:00+05:30,12.514855,130.33307,23.8104,128.86275
23,2025-06-30 23:00:00+05:30,8.11798,86.186005,16.913296,106.699326
24,2025-07-01 00:00:00+05:30,13.337016,21.370695,20.381372,38.18569
25,2025-07-01 01:00:00+05:30,11.448055,36.689827,19.200188,51.08852
26,2025-07-01 02:00:00+05:30,12.287555,31.827414,21.280384,35.706783
27,2025-07-01 03:00:00+05:30,11.200571,44.999897,19.734436,51.666626
28,2025-07-01 04:00:00+05:30,11.755254,64.61213,21.438898,74.9136
29,2025-07-01 05:00:00+05:30,11.799271,68.52315,19.914217,77.4712
30,2025-07-01 06:00:00+05:30,10.132897,77.692,14.508715,78.5507
