,date,wind_speed_10m,wind_direction_10m,wind_speed_100m,wind_direction_100m
0,2025-06-30 00:00:00+05:30,8.29173,297.12122,15.778518,297.1496
1,2025-06-30 01:00:00+05:30,6.552099,307.18478,13.324863,308.4181
2,2025-06-30 02:00:00+05:30,4.4274144,333.43503,8.461914,330.70874
3,2025-06-30 03:00:00+05:30,8.322932,291.57138,13.443481,296.2219
4,2025-06-30 04:00:00+05:30,7.040739,274.39862,12.535548,285.83246
5,2025-06-30 05:00:00+05:30,6.122647,268.31534,8.885877,276.98096
6,2025-06-30 06:00:00+05:30,9.059205,319.02835,12.652604,320.1945
7,2025-06-30 07:00:00+05:30,7.5170207,343.3007,9.741642,343.90912
8,2025-06-30 08:00:00+05:30,6.452441,337.01126,7.989242,337.4794
9,2025-06-30 09:00:00+05:30,6.778141,10.713074,8.37532,8.652461
10,2025-06-30 10:00:00+05:30,6.384293,40.425995,7.7734165,42.184383
11,2025-06-30 11:00:00+05:30,4.510787,61.389645,5.5567255,65.09527
12,2025-06-30 12:00:00+05:30,2.7475805,121.60746,3.396233,122.00535
13,2025-06-30 13:00:00+05:30,5.720489,167.27565,6.9899354,168.11136
14,2025-06-30 14:00:00+05:30,10.783487,165.4998,16.24394,167.19574
15,2025-06-30 15:00:00+05:30,6.206738,163.14153,9.499157,170.18077
16,2025-06-30 16:00:00+05:30,6.725354,164.47583,9.605998,167.00539
17,2025-06-30 17:00:00+05:30,6.1858225,188.3658,9.243311,186.70975
18,2025-06-30 18:00:00+05:30,7.029225,140.19447,13.766176,152.76494
19,2025-06-30 19:00:00+05:30,7.9567327,142.35231,15.151039,156.17574
20,2025-06-30 20:00:00+05:30,7.0843205,152.78398,14.887859,165.29166
21,2025-06-30 21:00:00+05:30,3.8521678,142.59457,10.783487,165.4998
22,2025-06-30 22:00:00+05:30,4.2175345,140.19447,9.965239,159.92839
23,2025-06-30 23:00:00+05:30,1.835647,101.3099,5.6060677,174.47255
24,2025-07-01 00:00:00+05:30,3.319036,77.4712,5.8852015,113.42871
25,2025-07-01 01:00:00+05:30,5.6521144,127.23492,9.92778,135.0001
26,2025-07-01 02:00:00+05:30,4.412754,101.768265,8.863972,113.962494
27,2025-07-01 03:00:00+05:30,6.8919086,130.76352,13.830749,128.65984
28,2025-07-01 04:00:00+05:30,6.552099,142.81522,13.184308,147.82881
29,2025-07-01 05:00:00+05:30,5.3426957,147.38077,9.266067,155.9245
30,2025-07-01 06:00:00+05:30,10.717182,119.14798,15.975444,123.51105
31,2025-07-01 07:00:00+05:30,12.283599,124.85453,16.848038,126.74756
32,2025-07-01 08:00:00+05:30,10.601679,130.17917,14.021525,131.87779
33,2025-07-01 09:00:00+05:30,12.979984,123.6901,16.974487,124.195656
34,2025-07-01 10:00:00+05:30,14.904173,127.14677,19.118168,127.733116
35,2025-07-01 11:00:00+05:30,14.731435,144.95055,19.023027,145.40765
36,2025-07-01 12:00:00+05:30,13.874019,134.47443,18.839045,135.77412
37,2025-07-01 13:00:00+05:30,17.288435,141.34016,23.617756,142.43134
38,2025-07-01 14:00:00+05:30,15.676542,145.76248,20.518421,146.44931
39,2025-07-01 15:00:00+05:30,15.7908325,155.77226,21.840164,156.18135
40,2025-07-01 16:00:00+05:30,14.974658,154.35904,23.612953,156.17055
41,2025-07-01 17:00:00+05:30,12.768586,158.4985,21.299408,159.72723
42,2025-07-01 18:00:00+05:30,10.993271,140.31459,21.11838,145.7681
43,2025-07-01 19:00:00+05:30,10.630672,151.69934,20.609016,154.10641
44,2025-07-01 20:00:00+05:30,10.441551,144.11777,20.054457,151.59485
45,2025-07-01 21:00:00+05:30,10.316686,132.8789,19.875944,141.98843
46,2025-07-01 22:00:00+05:30,9.437563,124.902565,18.713942,133.83095
47,2025-07-01 23:00:00+05:30,9.860649,111.41304,19.540573,121.05421
48,2025-07-02 00:00:00+05:30,8.777654,118.14151,18.108572,127.3256
49,2025-07-02 01:00:00+05:30,9.82279,103.781624,19.084246,115.11481
50,2025-07-02 02:00:00+05:30,9.965239,110.07162,19.483284,117.51192
51,2025-07-02 03:00:00+05:30,9.82279,103.781624,18.519018,111.07757
52,2025-07-02 04:00:00+05:30,9.165871,109.50254,17.563608,114.200966
53,2025-07-02 05:00:00+05:30,9.172938,105.945465,16.478603,111.801476
54,2025-07-02 06:00:00+05:30,14.25641,127.30403,20.381372,128.1857
