,date,wind_speed_10m,wind_direction_10m,wind_speed_100m,wind_direction_100m
0,2025-06-30 00:00:00+05:30,4.599695,300.57913,9.3340025,320.4774
1,2025-06-30 01:00:00+05:30,5.876938,220.0302,7.995323,238.81508
2,2025-06-30 02:00:00+05:30,7.9036193,239.9315,13.036026,252.3155
3,2025-06-30 03:00:00+05:30,7.256032,240.2552,13.084402,262.09293
4,2025-06-30 04:00:00+05:30,6.8919086,229.23648,12.81165,245.95578
5,2025-06-30 05:00:00+05:30,4.8733153,175.76369,10.158444,209.74478
6,2025-06-30 06:00:00+05:30,5.0816135,292.93213,7.16617,295.27768
7,2025-06-30 07:00:00+05:30,4.5891175,244.44008,5.920878,250.46326
8,2025-06-30 08:00:00+05:30,3.4623692,242.10283,4.4274144,243.43501
9,2025-06-30 09:00:00+05:30,3.2846913,189.46225,4.0249224,190.3048
10,2025-06-30 10:00:00+05:30,6.1437774,174.95764,7.5685663,177.27374
11,2025-06-30 11:00:00+05:30,8.131936,152.30061,10.144082,152.52565
12,2025-06-30 12:00:00+05:30,9.227524,159.44388,11.566313,159.02643
13,2025-06-30 13:00:00+05:30,12.074766,169.6952,17.910677,174.23221
14,2025-06-30 14:00:00+05:30,8.64,180.0,12.601285,180.81844
15,2025-06-30 15:00:00+05:30,9.781473,192.75752,13.8037815,192.04256
16,2025-06-30 16:00:00+05:30,11.402683,168.15794,17.9973,171.95102
17,2025-06-30 17:00:00+05:30,11.832176,166.80939,20.852827,173.05911
18,2025-06-30 18:00:00+05:30,7.029225,129.80553,14.423605,150.87604
19,2025-06-30 19:00:00+05:30,8.694204,152.90453,18.4243,165.28488
20,2025-06-30 20:00:00+05:30,9.4238205,151.47697,19.694992,161.89615
21,2025-06-30 21:00:00+05:30,9.984729,152.04913,20.20896,160.75803
22,2025-06-30 22:00:00+05:30,9.187056,145.37578,19.643105,152.7306
23,2025-06-30 23:00:00+05:30,9.167638,133.4089,19.296135,143.3438
24,2025-07-01 00:00:00+05:30,8.149847,133.21011,18.188019,141.42873
25,2025-07-01 01:00:00+05:30,9.437563,145.09743,19.023878,147.3625
26,2025-07-01 02:00:00+05:30,8.404285,136.73567,18.037762,143.9305
27,2025-07-01 03:00:00+05:30,12.47726,153.43501,22.717823,155.66876
28,2025-07-01 04:00:00+05:30,8.65873,136.68465,15.779543,147.57895
29,2025-07-01 05:00:00+05:30,11.844492,126.34755,20.75627,133.24304
30,2025-07-01 06:00:00+05:30,12.616702,137.89134,19.681828,140.19447
31,2025-07-01 07:00:00+05:30,12.483748,151.58743,17.873556,152.4028
