,date,wind_speed_10m,wind_direction_10m,wind_speed_100m,wind_direction_100m
0,2025-06-30 00:00:00+05:30,5.7628117,284.47034,9.12513,292.01132
1,2025-06-30 01:00:00+05:30,6.601363,258.9965,10.446206,268.02512
2,2025-06-30 02:00:00+05:30,7.6579366,246.44772,14.587776,254.24875
3,2025-06-30 03:00:00+05:30,7.24486,243.43501,13.277364,254.26793
4,2025-06-30 04:00:00+05:30,5.6233797,219.80553,11.090103,234.24602
5,2025-06-30 05:00:00+05:30,6.698806,239.30035,11.7827835,251.28816
6,2025-06-30 06:00:00+05:30,5.920878,250.46326,6.9480934,253.44284
7,2025-06-30 07:00:00+05:30,8.161764,228.57643,10.32924,228.5324
8,2025-06-30 08:00:00+05:30,5.2478566,202.1664,6.5520988,200.92458
9,2025-06-30 09:00:00+05:30,7.7588143,176.00917,9.567131,175.68405
10,2025-06-30 10:00:00+05:30,10.1376915,173.8846,12.483749,174.20729
11,2025-06-30 11:00:00+05:30,12.287555,174.95764,15.351793,175.29224
12,2025-06-30 12:00:00+05:30,20.44803,163.63884,27.595825,164.87595
13,2025-06-30 13:00:00+05:30,19.14865,184.85301,25.846146,185.19434
14,2025-06-30 14:00:00+05:30,18.709612,191.09369,24.604753,191.3921
15,2025-06-30 15:00:00+05:30,18.508516,187.26315,24.336637,187.65056
16,2025-06-30 16:00:00+05:30,20.172853,182.04536,27.56881,182.61949
17,2025-06-30 17:00:00+05:30,19.44,180.0,28.269169,181.45941
18,2025-06-30 18:00:00+05:30,13.671707,170.9098,22.603443,174.5165
19,2025-06-30 19:00:00+05:30,13.346729,169.90256,23.0653,177.31628
20,2025-06-30 20:00:00+05:30,11.1090765,153.01985,20.224985,163.9845
21,2025-06-30 21:00:00+05:30,11.207801,150.14108,20.60823,160.61539
22,2025-06-30 22:00:00+05:30,10.735306,145.24402,20.188908,158.00882
23,2025-06-30 23:00:00+05:30,11.13384,145.53912,20.964397,156.73679
24,2025-07-01 00:00:00+05:30,12.13499,147.72438,21.749481,155.55606
25,2025-07-01 01:00:00+05:30,12.413477,150.46132,21.627733,157.49014
26,2025-07-01 02:00:00+05:30,11.298495,157.52052,18.731247,160.34608
27,2025-07-01 03:00:00+05:30,12.703715,172.67369,21.122215,175.60138
28,2025-07-01 04:00:00+05:30,8.92408,138.27058,15.027575,145.73885
29,2025-07-01 05:00:00+05:30,11.45513,135.0001,18.226276,145.05426
30,2025-07-01 06:00:00+05:30,12.570394,150.8658,17.388409,152.90453
31,2025-07-01 07:00:00+05:30,13.874019,157.0942,18.083506,157.77492
32,2025-07-01 08:00:00+05:30,13.472372,157.20345,17.280935,157.9769
33,2025-07-01 09:00:00+05:30,13.379461,146.5237,16.981165,147.99466
34,2025-07-01 10:00:00+05:30,14.731437,153.12193,18.837322,153.9247
35,2025-07-01 11:00:00+05:30,16.466803,164.14056,21.637466,163.0724
36,2025-07-01 12:00:00+05:30,17.035456,173.32562,22.019674,171.5388
37,2025-07-01 13:00:00+05:30,18.627172,174.45477,24.559942,175.37593
